N,P,K,ph,temperature,humidity,rainfall,label
36,125,196,6.15526103,37.46566825,80.65968681,66.83872293,grapes
24,131,196,5.732453638,22.03296178,83.74372787,65.34440794,grapes
2,123,198,6.253034534,39.64851881,82.21079946,70.39906054,grapes
35,140,197,6.106190557,16.77557314,82.75241875,66.76285469,grapes
11,122,195,5.647202395,12.14190714,83.56812483,69.63122027,grapes
6,123,203,6.130310493,12.7567962,81.62497448,66.77844567,grapes
17,134,204,6.499604931,39.04071989,80.18393287,73.88467027,grapes
25,130,197,5.554831977,39.70772192,82.68593454,74.91506217,grapes
27,145,205,5.800242694,9.467960445,82.29335466,66.02765219,grapes
9,122,201,5.570290539,29.58748357,80.91934392,68.06417307,grapes
16,139,203,6.27564088,17.82803682,80.96093443,65.84748763,grapes
32,141,204,5.536645599,8.825674745,82.89753705,67.235765,grapes
22,138,195,6.208196881,27.83487131,83.51444973,73.02882766,grapes
31,144,202,5.870600622,11.02105378,80.55557235,68.23963161,grapes
3,136,205,6.334771461,17.5862944,80.84806564,71.4065452,grapes
28,122,197,5.856575335,19.89363946,82.73366439,69.66256816,grapes
4,136,204,5.898944282,29.93707596,81.77713468,65.52279323,grapes
39,145,201,5.775600435,36.73126647,80.58931938,72.24230804,grapes
38,132,197,5.931101816,20.42094753,81.54185044,66.93065667,grapes
36,133,198,6.2286454,25.51939719,83.98351748,69.17281221,grapes
25,121,201,5.594240603,30.50734778,82.71775569,70.08200379,grapes
15,125,199,5.569230319,18.4269936,80.55625868,69.75734306,grapes
24,140,205,5.93202852,12.087022,83.59398734,68.66813363,grapes
13,132,203,6.423216506,23.60115364,82.48336987,73.23901752,grapes
5,126,197,6.417500829,12.80000387,81.20876367,67.10439401,grapes
30,120,200,6.234904253,38.06099482,82.24729637,65.70148216,grapes
23,142,197,6.000573725,39.06555518,82.03812973,69.30772897,grapes
26,135,203,5.685102769,33.78372897,81.16314317,74.53557341,grapes
7,126,203,5.662140095,16.76201707,82.00335557,73.28712806,grapes
32,139,198,6.358186848,35.89307536,82.66850729,66.53946559,grapes
9,141,202,6.119495295,21.01245395,81.17931863,66.38448261,grapes
20,142,196,6.207600783,10.89875873,80.01639435,68.69420397,grapes
32,129,201,6.48754639,16.36251869,83.00471609,71.55665483,grapes
3,134,199,5.81717753,20.28370163,81.32235739,71.06611222,grapes
38,138,204,6.325480034,25.11108456,83.25447587,73.01026829,grapes
14,131,198,5.562790949,33.4641162,83.86742974,67.92204319,grapes
20,122,204,6.487369687,11.7976469,80.86325389,65.06962486,grapes
40,126,201,6.116982944,11.36300891,80.03100049,71.18289431,grapes
36,128,204,5.695792761,25.23542319,80.68700527,67.03840888,grapes
11,132,197,5.734317007,15.99050693,81.23966573,74.40198861,grapes
0,137,195,6.329499832,22.4359017,80.18612085,65.3973168,grapes
19,123,200,6.167013532,34.76086052,81.03544763,65.70430027,grapes
31,136,197,5.653776058,31.11047251,83.34010951,71.43001582,grapes
4,134,200,5.840256272,28.57828803,80.95628959,73.34232097,grapes
39,139,201,5.539980812,41.18664903,81.01783402,68.68895899,grapes
8,127,196,5.833302165,27.02766138,83.17093908,70.95666003,grapes
39,138,203,6.399433771,21.19339319,82.33098331,74.62834921,grapes
32,120,204,6.138958698,10.38004759,83.44518113,67.3917379,grapes
12,142,203,5.972850838,31.3115978,82.56407013,65.01095312,grapes
8,133,195,6.456079585,20.46657776,80.97598029,71.29813872,grapes
8,139,199,6.336426667,29.36947679,81.53996362,66.13442813,grapes
21,134,202,6.425419926,10.72302459,80.02130636,65.2982112,grapes
40,140,195,6.294395676,14.97846952,80.49979873,71.63437433,grapes
39,127,202,6.477768039,15.3246651,81.67215994,71.60102999,grapes
19,120,195,5.931538447,18.73932187,81.12109244,73.55807954,grapes
21,139,201,5.980598579,19.3642553,83.36094029,67.15094741,grapes
17,136,195,6.389783283,41.20733624,81.61051026,65.90227462,grapes
33,139,203,5.693287415,33.34214482,82.51034633,70.68098614,grapes
22,133,201,6.00299607,23.81995682,80.12211649,67.2739864,grapes
32,130,196,6.372959542,40.66012294,81.24995984,74.03030056,grapes
37,135,205,5.510924849,11.82768186,80.2827185,74.10225057,grapes
15,140,195,5.69945282,13.28504331,83.54193816,65.80006004,grapes
39,132,196,5.778594403,35.83089092,83.32560104,73.67984885,grapes
40,121,199,6.315586313,26.18159716,81.03886263,66.05911698,grapes
40,132,202,5.971813006,24.57558351,80.70695797,69.706113,grapes
29,142,203,5.891195653,29.67229086,83.71498986,66.48490371,grapes
32,121,199,6.129812716,39.37102553,81.25353895,74.08101744,grapes
6,140,205,6.313085601,17.66558428,82.92903419,69.8671263,grapes
8,120,196,6.053662544,24.06679352,82.66396666,69.81855775,grapes
34,133,202,5.804799142,15.31413469,80.09711412,74.82144653,grapes
35,135,199,6.400719746,21.77466746,80.54942557,69.39630398,grapes
16,145,199,5.953966361,26.91624843,80.76838926,69.30927185,grapes
8,136,201,5.609255992,41.65602996,82.22118237,74.19664838,grapes
25,129,195,5.777271492,17.98667801,81.17712085,72.37127689,grapes
16,130,201,5.682395429,29.12033769,82.79092939,68.8503047,grapes
39,129,203,5.863996687,34.38922481,83.18392806,71.03001556,grapes
38,135,203,6.444373116,41.36106301,82.79782954,69.92107482,grapes
33,120,205,5.550832178,35.12158265,82.26890793,69.71518491,grapes
35,125,204,6.107741788,19.6491772,80.15215777,73.69529586,grapes
1,132,200,5.620745638,16.27852801,82.94270065,66.57462809,grapes
39,140,203,6.349875906,21.11903604,80.63399198,69.27779761,grapes
28,145,202,6.484323189,19.2077707,82.9042841,66.83113717,grapes
6,128,200,5.838748311,25.96308415,82.57813624,70.31782647,grapes
6,139,199,6.29099842,25.67385024,81.6212135,74.10919422,grapes
29,122,196,5.638328481,41.94865736,81.15595212,73.06862952,grapes
37,144,197,6.415555956,11.18994268,80.8084305,66.34234944,grapes
38,120,197,6.323722572,17.5438296,82.94703302,73.77063744,grapes
38,141,198,5.757009965,13.05809741,80.28297993,70.75633584,grapes
14,121,203,6.158689406,9.724457611,83.74765639,74.46411148,grapes
6,125,204,5.733539807,27.92004934,82.93262435,69.92092839,grapes
32,138,197,5.908724337,9.535585543,80.73112694,69.44115171,grapes
11,124,204,6.361141107,13.42988625,80.06633966,71.40043037,grapes
23,138,200,5.96537863,9.851242629,80.22631717,68.42802444,grapes
40,143,201,6.476757723,24.97256132,82.72828653,66.70016285,grapes
6,142,202,6.224542938,27.23708304,82.94573346,70.42508897,grapes
37,124,195,6.209928251,18.70679077,83.4795292,66.5964488,grapes
35,134,204,5.841138354,9.949929082,82.55138983,66.00817551,grapes
119,25,51,6.283818329,26.47330219,80.92254421,53.65742581,watermelon
119,19,55,6.818261383,25.18780042,83.44621709,46.87420883,watermelon
105,30,50,6.37620108,25.29954705,81.77527562,57.04147057,watermelon
114,8,50,6.581587932,24.74631269,88.30866319,57.95826144,watermelon
93,22,52,6.932739726,26.58740671,81.32563243,41.87540028,watermelon
80,26,55,6.140099215,24.53442564,88.989272,49.11618732,watermelon
85,27,45,6.467095849,26.0713757,88.7285657,57.79652846,watermelon
85,22,53,6.849471704,25.96534238,89.77076659,59.46338556,watermelon
82,22,45,6.512196212,26.22338015,85.34866045,54.60159289,watermelon
118,13,54,6.039584629,24.41311871,89.81574032,44.07843475,watermelon
83,25,53,6.057697106,26.49195283,80.04678201,57.72799157,watermelon
86,15,47,6.423898762,24.04355803,84.18406764,53.78929956,watermelon
101,10,47,6.936997681,25.5421695,83.31883376,57.57343233,watermelon
119,9,50,6.251286661,26.74550678,83.9195902,40.794305,watermelon
104,17,46,6.190015912,25.7131428,80.22972777,43.08961827,watermelon
95,12,51,6.681606702,25.76484262,84.1726996,44.22066914,watermelon
102,14,52,6.51075991,26.79489868,89.64815231,57.74091817,watermelon
109,21,55,6.770278088,24.9004602,89.73524177,57.44942094,watermelon
81,18,50,6.429788073,26.80750629,88.22874955,58.79889057,watermelon
103,17,51,6.209888345,25.11189154,80.02621335,44.20656987,watermelon
105,14,50,6.419052193,26.2148837,87.6883982,59.65590798,watermelon
97,8,52,6.237861736,24.9103226,86.97190046,49.48575692,watermelon
120,19,49,6.762471629,25.79448878,84.26830701,56.45229202,watermelon
95,16,55,6.612847999,25.26931156,87.55055105,40.12650421,watermelon
83,29,52,6.704688865,25.76402693,87.5931128,46.05122728,watermelon
83,9,45,6.049609892,25.85483596,89.13163965,46.85176955,watermelon
91,21,50,6.762030215,24.33528185,81.44030363,48.32113628,watermelon
116,5,54,6.65398725,25.37601283,80.99313508,57.23028471,watermelon
112,28,54,6.738030547,24.86094646,85.05318563,55.29563514,watermelon
88,29,51,6.095689937,24.71885473,88.94568335,48.45978627,watermelon
118,15,45,6.538006356,24.21495706,84.20576992,48.01138482,watermelon
92,21,48,6.377427122,25.81692236,82.043255,54.82963379,watermelon
106,14,45,6.417011754,24.47018505,84.16390229,57.26773002,watermelon
99,5,47,6.649086972,24.13078816,84.84494575,51.19470197,watermelon
98,8,51,6.25933595,26.1793464,86.52258079,49.43050977,watermelon
108,22,46,6.121168559,26.17668721,86.7295205,53.33484977,watermelon
119,7,55,6.031424482,26.03867719,84.6378378,44.3993381,watermelon
117,27,48,6.835268184,26.53259325,82.39053979,54.30660782,watermelon
109,10,53,6.551750306,26.81938687,87.8274604,46.06193778,watermelon
80,16,46,6.940236218,25.50405534,81.40297428,48.47833278,watermelon
100,18,52,6.87606733,26.20234499,80.38266489,56.47941847,watermelon
91,7,53,6.457216535,25.13735887,89.28272716,43.52897517,watermelon
86,6,53,6.921847888,25.92030221,83.47202566,42.10681516,watermelon
107,5,52,6.881425746,26.6634609,89.98405233,57.40847165,watermelon
103,16,49,6.915717008,24.06731461,81.64075303,51.75212401,watermelon
101,20,48,6.206247494,24.6774157,82.75411437,57.05709413,watermelon
85,25,47,6.29542477,26.11440416,87.64081095,58.48160844,watermelon
84,7,51,6.399669044,26.81530456,87.65694462,55.74073582,watermelon
102,28,54,6.862157042,25.15623099,80.27525115,55.49541453,watermelon
98,25,52,6.224066378,25.2801372,83.15393658,49.29456609,watermelon
97,25,50,6.093814669,26.22005978,80.90127035,49.08553937,watermelon
90,16,45,6.291540278,24.92093261,80.61750795,50.55710813,watermelon
95,12,46,6.32281728,26.21667586,81.01009354,54.65423596,watermelon
82,23,49,6.873283991,26.81383586,87.21986949,51.70497792,watermelon
82,25,51,6.074209622,24.31334971,87.47409052,48.11248366,watermelon
110,28,46,6.49889585,24.29105004,88.04541346,51.26046418,watermelon
118,21,51,6.678805092,24.42998931,86.33904774,48.58241822,watermelon
120,20,45,6.114128685,25.66576039,88.6984228,54.22722466,watermelon
91,7,52,6.405054243,25.07803672,83.46230461,56.39962921,watermelon
81,6,55,6.110142735,24.88910524,85.87059083,51.70699144,watermelon
101,13,54,6.828982708,25.42900869,82.91481799,56.34144589,watermelon
101,17,55,6.451499764,24.37118217,87.1269128,44.63907691,watermelon
111,6,53,6.313512999,26.4930645,88.59143088,46.06382209,watermelon
107,10,49,6.755192025,25.83202912,89.00481725,45.24690619,watermelon
115,11,46,6.623167177,24.41592661,89.39655519,40.32161859,watermelon
84,25,52,6.12532356,24.37190239,81.2514818,44.20899581,watermelon
120,7,47,6.653867608,24.24782473,83.03687902,54.7657624,watermelon
91,12,46,6.343942518,24.64458469,85.49938185,48.31219031,watermelon
89,22,52,6.217300786,24.89681131,86.10782926,53.14626213,watermelon
113,19,46,6.286387658,25.41864024,81.12122989,49.52320689,watermelon
97,22,50,6.7698938,26.26028739,86.14585891,58.97878791,watermelon
117,30,50,6.744966312,24.90123934,87.20772913,46.59207341,watermelon
90,14,52,6.391858432,24.84740848,89.20454622,59.67927244,watermelon
104,23,47,6.770434148,26.98212846,86.70068316,42.91292205,watermelon
81,16,45,6.727468157,26.90435747,86.25426228,59.75980023,watermelon
88,5,47,6.662244646,25.86475496,86.67468041,41.16554802,watermelon
92,7,45,6.944640222,26.70607759,81.14149505,51.51033554,watermelon
81,18,50,6.507110986,26.44019475,80.91934337,47.81847573,watermelon
111,5,55,6.520663422,26.283443,84.42478917,50.78669728,watermelon
108,23,51,6.106500787,26.84366082,83.85039964,40.228644,watermelon
113,30,50,6.277484043,26.03967219,83.9862443,43.87712348,watermelon
83,10,53,6.195142279,24.92994759,85.00802358,48.75859458,watermelon
101,11,51,6.792035575,25.50736962,84.24340241,44.2068997,watermelon
114,21,55,6.472756256,25.4438391,87.9392312,57.51549686,watermelon
99,6,45,6.000975617,26.12588914,86.5507939,40.71210074,watermelon
92,20,55,6.587791262,25.10474753,87.5267616,59.26519444,watermelon
92,7,48,6.956508826,26.27520631,86.63249555,54.38748495,watermelon
91,24,55,6.259086583,26.27061608,83.09194521,46.76837499,watermelon
110,21,54,6.747537642,26.73690828,87.82430156,47.46447019,watermelon
112,25,51,6.932537231,25.04746944,85.5667282,56.72496677,watermelon
89,25,54,6.353107393,24.69368934,85.56967628,48.99390828,watermelon
100,10,53,6.211748957,24.54356968,84.60808277,42.00660251,watermelon
83,22,54,6.277245254,25.89762315,81.96664832,54.49960057,watermelon
95,14,50,6.560443519,26.6333118,84.31756844,56.31866159,watermelon
119,30,49,6.903020221,25.35794749,80.45846265,47.72078245,watermelon
97,12,47,6.765094964,25.28784623,89.63667876,58.28697664,watermelon
110,7,45,6.189213927,26.63838589,84.69546874,48.32428609,watermelon
96,18,50,6.904241707,25.3310446,84.30533791,41.53218699,watermelon
83,23,55,6.463271076,26.89750174,83.89241484,43.97193745,watermelon
120,24,47,6.260838965,26.98603693,89.4138489,58.54876687,watermelon
115,17,55,6.776533055,27.57826922,94.11878202,28.08253201,muskmelon
114,27,48,6.528404378,27.82054812,93.03555162,26.32405487,muskmelon
101,25,52,6.750145572,29.09910406,94.22237826,22.52497327,muskmelon
118,18,52,6.562832807,28.04943594,90.83130708,20.76223014,muskmelon
95,26,45,6.117530021,29.91690582,94.55695552,28.16057247,muskmelon
81,25,49,6.076459669,29.86895762,93.25103208,26.26243014,muskmelon
117,24,53,6.293486295,29.17220859,92.21405224,21.30290472,muskmelon
114,30,51,6.069171847,29.24908541,90.06998135,25.93496537,muskmelon
113,6,52,6.740983646,27.76317235,90.35567642,25.21609113,muskmelon
108,26,52,6.201797639,28.82629037,94.26765349,26.23838511,muskmelon
81,30,48,6.041027474,28.52379742,92.09688432,29.86681385,muskmelon
115,9,52,6.019372459,29.06785065,90.97685539,29.1194739,muskmelon
83,7,45,6.704104127,29.08417927,90.73891887,25.33014238,muskmelon
84,21,55,6.494251024,28.47090661,94.79453182,21.08484101,muskmelon
109,26,45,6.224535449,28.27973674,90.38971208,21.58992507,muskmelon
95,27,55,6.160414414,28.47212559,91.21322065,20.88620369,muskmelon
119,5,55,6.168757984,29.68846716,94.30111601,26.83924845,muskmelon
110,14,51,6.085444691,27.02415146,91.66737633,21.26034986,muskmelon
82,18,48,6.159050816,29.09588297,94.16748386,26.70581328,muskmelon
87,14,48,6.606033244,29.69238699,92.58862544,29.1102594,muskmelon
85,9,53,6.447662945,28.20619412,92.86798698,28.78654515,muskmelon
100,6,53,6.105909623,29.05248036,93.92217834,23.66620626,muskmelon
107,12,46,6.559763394,29.57240298,93.61870344,27.56918621,muskmelon
91,13,47,6.14410903,29.10968327,92.43510994,27.95602304,muskmelon
102,25,50,6.099662369,28.20480805,92.91440379,20.36001144,muskmelon
117,25,53,6.413927319,29.11858526,92.12543021,24.52020164,muskmelon
85,21,52,6.075144116,29.62800691,90.10051615,23.69586761,muskmelon
104,25,55,6.123802502,29.81196601,90.36881284,22.68766503,muskmelon
102,24,54,6.698468621,27.72338349,90.93897939,22.81863447,muskmelon
116,25,50,6.088885814,29.26092798,92.92367701,28.70627683,muskmelon
100,17,48,6.367800632,29.72791119,94.29753295,26.52364146,muskmelon
110,25,54,6.425930938,28.91105641,90.78413842,23.44398467,muskmelon
104,25,51,6.469983276,28.96361426,93.88482153,23.56130173,muskmelon
107,11,54,6.094016338,28.59052369,91.33617236,29.44008034,muskmelon
98,26,52,6.150090899,27.33897716,90.69759008,28.69113835,muskmelon
88,17,52,6.646962425,29.90415889,90.75284363,25.37828397,muskmelon
87,25,46,6.379690748,27.42711692,90.02696201,21.7508774,muskmelon
120,8,46,6.732834334,29.55657523,90.70937262,28.36535596,muskmelon
95,13,46,6.126019932,29.84070774,93.76312893,23.28207838,muskmelon
108,22,47,6.161123579,28.53545677,91.72742702,25.1290048,muskmelon
82,13,52,6.442810053,27.11535046,94.86907886,26.51924782,muskmelon
120,23,55,6.732049075,27.84492803,91.60666594,26.47844429,muskmelon
110,22,47,6.243673725,29.03157242,91.82172592,24.93861254,muskmelon
95,23,45,6.266208727,27.82424457,90.56698742,21.19014526,muskmelon
106,10,49,6.350623739,27.72653142,92.00687531,20.21126747,muskmelon
99,12,52,6.002927293,28.69708334,94.30759855,22.21807088,muskmelon
106,20,51,6.342573112,29.73019662,90.97015715,20.49035619,muskmelon
83,11,53,6.163921248,29.54097171,92.91778307,21.9653077,muskmelon
117,19,55,6.121745389,28.80311922,91.78336933,25.16359891,muskmelon
98,26,49,6.130160473,27.29035669,90.53330091,23.49535234,muskmelon
113,20,48,6.440584681,27.46583649,94.87679041,27.27899847,muskmelon
101,17,47,6.185053234,29.49401389,94.72981338,26.30820876,muskmelon
98,7,45,6.157724816,27.79161808,92.51054946,26.85422624,muskmelon
93,22,48,6.776987974,29.12533739,91.52291141,21.90440445,muskmelon
95,21,47,6.431970877,27.93114233,93.56161439,20.66127836,muskmelon
109,12,48,6.708743843,29.45771748,92.12534736,20.76212031,muskmelon
118,12,47,6.010739645,27.96872279,92.17444796,28.94766949,muskmelon
100,14,49,6.365956658,29.48882958,91.07574233,26.01909355,muskmelon
89,9,47,6.668382766,29.47156259,90.77069618,28.75226067,muskmelon
95,16,46,6.74669542,27.0767265,90.14362622,24.4514648,muskmelon
95,7,45,6.031665834,27.30008597,90.80015308,25.09484511,muskmelon
87,6,45,6.40077205,29.82729394,90.79007335,22.84203589,muskmelon
93,20,50,6.448792689,29.93061247,93.22980899,24.34814338,muskmelon
84,29,49,6.251420275,29.94349168,93.90741192,20.39020503,muskmelon
111,5,47,6.274452811,28.03306461,91.47355778,21.17924769,muskmelon
111,5,52,6.135996372,29.8843055,94.0371147,21.0000988,muskmelon
111,15,54,6.194090172,27.7058373,92.91185695,22.06207161,muskmelon
89,11,47,6.327822962,29.78714005,94.65343534,27.8659442,muskmelon
110,15,48,6.212567211,28.57819995,92.86597437,27.5987178,muskmelon
95,30,52,6.640470863,29.48069921,90.33698678,26.0365768,muskmelon
115,12,52,6.685553129,27.51492243,94.96218673,21.01796432,muskmelon
120,25,50,6.327210469,28.05457761,94.81637388,21.84869328,muskmelon
102,11,45,6.35544263,29.03167341,93.12603235,24.15591199,muskmelon
94,5,55,6.085682344,28.5854649,91.89216849,26.88372572,muskmelon
84,18,46,6.781050373,27.08808014,93.42402083,25.32159689,muskmelon
107,22,54,6.630301421,27.99611732,90.84660317,21.61893763,muskmelon
80,18,52,6.484799661,27.87317436,91.14849627,24.05207925,muskmelon
86,18,45,6.566759102,28.96586565,90.71832938,22.25838137,muskmelon
113,28,48,6.170520518,28.87726019,92.48839665,24.44267592,muskmelon
115,18,53,6.012480351,29.17052093,94.19790371,22.06994464,muskmelon
82,20,54,6.541150335,29.34033587,90.01506395,21.44532907,muskmelon
98,22,47,6.341400922,29.07265321,91.91533173,28.83568362,muskmelon
117,25,54,6.150686364,28.68275966,92.50969311,29.11187663,muskmelon
83,15,49,6.438008153,28.92705913,91.39356832,23.20076686,muskmelon
120,16,51,6.547041903,27.99901833,91.64193051,23.28618248,muskmelon
111,5,50,6.399891457,27.59350075,91.79742953,24.84266123,muskmelon
85,21,47,6.186770318,29.87331077,90.60932469,24.69720481,muskmelon
90,23,54,6.159020864,28.55852465,90.45773041,27.26588346,muskmelon
99,29,55,6.660954816,29.19378695,91.46241065,26.48240255,muskmelon
102,11,47,6.504906979,27.98780984,92.78226196,27.14509034,muskmelon
80,18,51,6.706053225,28.05380704,91.81758779,20.76582087,muskmelon
87,21,52,6.067665498,27.3506296,94.2911951,27.21244021,muskmelon
114,8,52,6.419083092,29.34081108,94.5513539,28.22908103,muskmelon
99,6,46,6.39637861,28.61475136,94.22253035,28.98574189,muskmelon
89,25,50,6.375923383,27.04863538,91.34685096,25.08146686,muskmelon
96,13,55,6.700337732,29.5275305,94.57459443,21.13545688,muskmelon
82,26,47,6.565312653,28.50416396,93.46806467,24.20007242,muskmelon
106,21,52,6.286515359,28.89578588,94.78993038,23.0362503,muskmelon
90,15,52,6.448061578,27.04927452,91.3821731,23.65747461,muskmelon
106,16,54,6.585872508,28.96017885,91.69532178,24.7458198,muskmelon
24,128,196,5.521466996,22.75088787,90.69489172,110.4317855,apple
7,144,197,6.133220586,23.8494014,94.34814995,114.0512495,apple
14,128,205,6.226289556,22.60800988,94.58900601,116.0396587,apple
8,120,201,6.321152192,21.18667419,91.13435689,122.233323,apple
20,129,201,5.587905967,23.41044706,91.69913296,116.0777931,apple
32,137,204,5.824151693,22.86006627,93.12859895,117.7296726,apple
27,139,205,5.772179946,22.48403042,93.40819246,105.5473627,apple
0,123,205,5.790993052,22.02775403,92.96129462,121.1349176,apple
22,144,196,6.499226821,21.91191314,91.68748063,117.0761277,apple
1,124,199,5.658473817,23.71059131,93.27392415,112.6676589,apple
30,122,197,5.573241391,21.37784654,92.72043743,106.1417017,apple
29,121,196,6.079497202,22.84852833,94.32130209,123.5977843,apple
13,126,204,6.383180271,23.1094265,92.79630809,108.183792,apple
9,139,199,5.867420996,23.25230817,94.54128292,105.3558408,apple
0,133,200,5.708418722,23.67287749,90.4935574,104.2298028,apple
30,143,199,5.7983508,23.76881552,90.59810302,102.2648546,apple
36,140,198,6.28188384,23.34386401,91.47684705,104.4267991,apple
37,137,199,5.697945522,22.63946441,90.18451645,108.3405879,apple
33,121,203,5.605934087,22.45696744,94.76285385,114.8407725,apple
7,144,195,5.85648105,22.96388477,93.58065995,104.6472986,apple
35,128,205,6.041053829,21.07273439,93.56585985,107.8737015,apple
29,128,198,5.685062404,22.44075021,92.70785115,121.4977331,apple
2,143,196,5.669489065,22.71271308,90.45261746,109.8852597,apple
34,140,198,5.751707342,21.70416965,93.44006288,115.1781396,apple
29,144,204,5.800448951,22.43324518,92.48667725,119.1025189,apple
32,141,203,5.821347769,21.25941052,92.84416234,109.0658471,apple
13,144,197,6.28022267,22.9215706,94.89613443,105.6941544,apple
25,143,198,6.027314401,22.81212536,91.51861705,107.855225,apple
9,137,200,5.636687393,21.12152071,90.6878768,102.8017203,apple
6,144,198,5.559363609,21.11478672,90.31528693,104.5086618,apple
37,126,196,5.596449493,23.59997268,90.97597665,107.1728191,apple
2,120,203,5.893492999,23.12652652,94.71203306,108.6211833,apple
11,143,197,5.875718516,22.98458907,93.3204487,122.1952483,apple
10,141,201,6.386021424,22.12659387,90.97818277,104.5412275,apple
24,142,202,5.710819862,22.53779727,91.48135786,101.8474768,apple
23,138,195,5.795985716,22.49095104,91.70292746,124.3915101,apple
18,125,204,6.046673619,22.35548159,94.47811755,116.7366261,apple
13,121,196,6.443382913,22.20700989,93.50574163,120.1593771,apple
26,122,202,5.617227184,22.44516988,94.73763514,107.1843273,apple
28,123,202,6.442289294,22.76643029,92.12438519,120.4359949,apple
26,121,201,6.162034371,22.19109412,90.02575116,112.3126628,apple
21,137,196,5.812781806,23.6119202,91.70293849,123.5900822,apple
21,135,198,5.765015126,23.86087054,94.92048112,105.0241329,apple
5,144,205,6.184922574,21.42177231,92.62665309,102.8045658,apple
2,123,205,5.739652177,22.36629253,90.78572467,124.9831618,apple
15,133,199,5.824778636,23.99686172,91.61001707,117.6102915,apple
31,130,198,5.554823557,21.80129837,92.73446667,120.0586671,apple
25,143,200,6.024248787,23.80436344,92.80441624,100.6192543,apple
16,143,204,5.631333387,23.71475278,91.53331177,121.8961665,apple
19,122,202,5.811975094,23.34467359,90.37981478,112.8954016,apple
10,125,196,5.730557448,22.31253665,90.03577124,113.0688155,apple
20,139,202,5.66999105,23.50201428,92.21083961,107.9868949,apple
28,123,198,5.682751473,23.46260321,91.45665004,111.7763395,apple
28,136,200,6.245858905,23.06204373,92.39544055,114.7399101,apple
2,131,199,6.017370134,22.47420512,91.22759742,124.2179699,apple
2,140,197,5.53456749,22.69780133,92.82223419,105.0508234,apple
27,138,201,5.952367662,23.66682067,93.90191078,105.4004751,apple
30,127,204,6.126436584,22.50050273,92.45878335,100.9343903,apple
32,145,203,6.406818518,23.83053666,90.84422164,109.5966791,apple
29,139,205,6.155939453,23.64142354,93.74461474,116.6912176,apple
26,126,195,5.878568981,21.41363812,92.99124545,118.3979065,apple
40,136,202,5.935336308,22.85267372,94.5764581,117.5314026,apple
6,124,200,5.971332179,22.98208095,93.84505029,109.5852253,apple
35,138,200,5.67130617,21.19909519,90.80819418,103.6838922,apple
17,136,196,5.882155988,23.87192332,90.49939035,103.0548094,apple
33,134,205,6.08551916,21.0365275,94.33919546,114.7412734,apple
16,143,197,5.90402645,22.61711614,93.51978375,116.9256766,apple
27,120,200,6.110218826,21.45278675,90.74531921,116.7036582,apple
29,145,205,6.212302608,22.81227579,92.12992101,109.3383552,apple
3,141,197,6.142803397,21.98141856,91.12719303,115.4789148,apple
15,123,204,6.365972688,22.52709326,92.54780429,115.3830068,apple
5,136,195,6.264202804,22.35628673,91.92360477,107.7697413,apple
10,136,204,6.276198595,21.19852186,92.15595143,105.8554351,apple
7,141,195,5.514253142,23.8812458,93.45067555,104.9116663,apple
2,129,201,5.682343744,22.78234161,94.36803516,122.1449949,apple
29,138,197,5.830892252,22.19055385,92.43764169,121.6622761,apple
30,137,200,5.603413172,22.91430043,90.70475565,118.6044645,apple
29,132,204,6.0967531,23.08950736,90.22507299,108.2166601,apple
14,139,197,6.056529526,21.72484506,92.83975602,121.6961761,apple
18,125,203,6.160267496,22.44307715,91.59234006,102.5565807,apple
33,143,204,5.814434775,21.1316077,91.95769858,122.5391946,apple
40,144,196,5.987262638,22.71750705,92.25479855,107.0289866,apple
9,143,197,5.570020684,23.75033085,92.88160462,117.6602827,apple
38,135,203,5.965551311,23.76121837,93.661643,100.825956,apple
28,130,196,6.062356467,22.13450646,94.67695747,112.9203223,apple
35,142,203,5.895319002,21.17089176,90.23730166,123.6495149,apple
12,129,205,6.119432215,22.36238282,91.15761594,118.6832725,apple
1,135,203,5.624203283,22.77856513,92.70124029,113.7759219,apple
0,145,205,5.52078314,21.22503442,90.09877774,113.9760462,apple
31,121,201,5.731535258,23.15791104,90.34396882,110.712841,apple
35,131,203,5.893490899,22.42776057,93.91722423,102.7230739,apple
29,140,195,5.560521058,23.64082979,90.95257927,116.7431319,apple
33,138,198,6.222390798,22.29423493,90.69033986,122.7418744,apple
14,140,197,6.071255131,23.35225078,90.90054697,113.0381382,apple
35,145,195,6.231950009,22.03911546,94.58075845,110.9804014,apple
40,120,197,5.889480679,23.80593812,92.48879468,119.6335548,apple
25,132,198,5.732757516,22.31944084,90.85174383,100.1173443,apple
31,137,196,6.400321212,22.14464104,93.82567435,120.6310784,apple
36,144,196,6.496934492,23.65167552,94.50528753,115.3611268,apple
10,140,197,6.229498836,22.16939473,90.27185592,124.4683112,apple
22,30,12,6.354006744,15.78144173,92.51077745,119.035002,orange
37,6,13,7.511755068,26.03097313,91.50819306,101.2847738,orange
27,13,6,7.335158382,13.36050601,91.35608208,111.2266885,orange
7,16,9,7.813916603,18.87957654,92.04304496,114.6659511,orange
20,7,9,7.129136941,29.47741671,91.57802915,111.1727497,orange
26,27,10,6.079998496,28.06903173,92.91487288,114.1339416,orange
5,23,15,7.408939392,25.66901098,92.04670813,112.5424199,orange
0,18,14,7.207991261,29.77149434,92.00719952,114.4161786,orange
